,id,full_name,first_name,last_name,is_active
148,76068,Don Asmonga,Don,Asmonga,0
149,76069,Richard Atha,Richard,Atha,0
150,1088,Chucky Atkins,Chucky,Atkins,0
151,76070,Alvin Attles,Alvin,Attles,0
152,76071,Chet Aubuchon,Chet,Aubuchon,0
153,278,Stacey Augmon,Stacey,Augmon,0
154,201571,D.J. Augustin,D.J.,Augustin,0
155,200788,James Augustine,James,Augustine,0
156,1134,Ike Austin,Ike,Austin,0
157,76073,John Austin,John,Austin,0
158,76074,Ken Austin,Ken,Austin,0
159,1630166,Deni Avdija,Deni,Avdija,1
160,138,Anthony Avent,Anthony,Avent,0
161,76076,William Averitt,William,Averitt,0
162,1895,William Avery,William,Avery,0
163,76078,Dennis Awtrey,Dennis,Awtrey,0
164,1630555,Joel Ayayi,Joel,Ayayi,0
165,202970,Gustavo Ayon,Gustavo,Ayon,0
166,201965,Jeff Ayres,Jeff,Ayres,0
167,1629028,Deandre Ayton,Deandre,Ayton,1
168,101235,Kelenna Azubuike,Kelenna,Azubuike,0
169,1628962,Udoka Azubuike,Udoka,Azubuike,1
170,203569,Chris Babb,Chris,Babb,0
171,202337,Luke Babbitt,Luke,Babbitt,0
172,76079,Milos Babic,Milos,Babic,0
173,76080,Johnny Bach,Johnny,Bach,0
174,1628407,Dwayne Bacon,Dwayne,Bacon,0
175,76081,Jim Baechtold,Jim,Baechtold,0
176,2053,Dalibor Bagaric,Dalibor,Bagaric,0
177,76082,John Bagley,John,Bagley,0
178,1628963,Marvin Bagley III,Marvin,Bagley III,1
179,76084,Carl Bailey,Carl,Bailey,0
180,76083,Gus Bailey,Gus,Bailey,0
181,76085,James Bailey,James,Bailey,0
182,1847,Thurl Bailey,Thurl,Bailey,0
183,1753,Toby Bailey,Toby,Bailey,0
184,203946,Cameron Bairstow,Cameron,Bairstow,0
185,1858,Mark Baker,Mark,Baker,0
186,2486,Maurice Baker,Maurice,Baker,0
187,76089,Norm Baker,Norm,Baker,0
188,1627758,Ron Baker,Ron,Baker,0
189,452,Vin Baker,Vin,Baker,0
190,1627735,Wade Baldwin IV,Wade,Baldwin IV,0
191,1631116,Patrick Baldwin Jr.,Patrick,Baldwin Jr.,1
192,200764,Renaldo Balkman,Renaldo,Balkman,0
193,76090,Cedric Ball,Cedric,Ball,0
194,1630163,LaMelo Ball,LaMelo,Ball,1
195,1629071,LiAngelo Ball,LiAngelo,Ball,1
196,1628366,Lonzo Ball,Lonzo,Ball,1
197,76091,Greg Ballard,Greg,Ballard,0
198,76092,Herschel Baltimore,Herschel,Baltimore,0
199,1628964,Mo Bamba,Mo,Bamba,1
200,1631094,Paolo Banchero,Paolo,Banchero,1
201,1630217,Desmond Bane,Desmond,Bane,1
202,76093,Gene Banks,Gene,Banks,0
203,2556,Marcus Banks,Marcus,Banks,0
204,76094,Ken Bannister,Ken,Bannister,0
205,76095,Mike Bantom,Mike,Bantom,0
206,1630625,Dalano Banton,Dalano,Banton,1
207,1627760,Cat Barber,Cat,Barber,0
208,76096,John Barber,John,Barber,0
209,2571,Leandro Barbosa,Leandro,Barbosa,0
210,76097,Stephen Bardo,Stephen,Bardo,0
211,200826,J.J. Barea,J.J.,Barea,0
212,200745,Andrea Bargnani,Andrea,Bargnani,0
213,76098,Cliff Barker,Cliff,Barker,0
214,76099,Tom Barker,Tom,Barker,0
215,787,Charles Barkley,Charles,Barkley,0
216,2057,Erick Barkley,Erick,Barkley,0
217,76102,Don Barksdale,Don,Barksdale,0
218,1631230,Dominick Barlow,Dominick,Barlow,1
219,203084,Harrison Barnes,Harrison,Barnes,1
220,76103,Harry Barnes,Harry,Barnes,0
221,76105,Jim Barnes,Jim,Barnes,0
222,76104,Marvin Barnes,Marvin,Barnes,0
223,2440,Matt Barnes,Matt,Barnes,0
224,1630567,Scottie Barnes,Scottie,Barnes,1
225,76107,Dick Barnett,Dick,Barnett,0
226,76106,Jim Barnett,Jim,Barnett,0
227,76108,John Barnhill,John,Barnhill,0
228,76109,Norton Barnhill,Norton,Barnhill,0
229,76110,Leo Barnhorst,Leo,Barnhorst,0
230,76111,John Barr,John,Barr,0
231,76112,Mike Barr,Mike,Barr,0
232,76113,Thomas Barr,Thomas,Barr,0
233,2857,Andre Barrett,Andre,Barrett,0
234,76114,Ernie Barrett,Ernie,Barrett,0
235,1629628,RJ Barrett,RJ,Barrett,1
236,2853,Earl Barron,Earl,Barron,0
237,344,Dana Barros,Dana,Barros,0
238,699,Brent Barry,Brent,Barry,0
239,1003,Drew Barry,Drew,Barry,0
240,468,Jon Barry,Jon,Barry,0
241,600013,Rick Barry,Rick,Barry,0
242,76117,Ed Bartels,Ed,Bartels,0
243,76118,Vic Bartolome,Vic,Bartolome,0
244,203115,Will Barton,Will,Barton,1
245,101188,Eddie Basden,Eddie,Basden,0
246,76119,Jerry Baskerville,Jerry,Baskerville,0
247,101138,Brandon Bass,Brandon,Bass,0
248,1628238,Paris Bass,Paris,Bass,0
249,76120,Tim Bassett,Tim,Bassett,0
250,1629646,Charles Bassey,Charles,Bassey,1
251,1766,Maceo Baston,Maceo,Baston,0
252,2370,Mengke Bateer,Mengke,Bateer,0
253,76121,Billyray Bates,Billyray,Bates,0
254,1628966,Keita Bates-Diop,Keita,Bates-Diop,1
255,101212,Esteban Batista,Esteban,Batista,0
256,2471,Mike Batiste,Mike,Batiste,0
257,1499,Tony Battie,Tony,Battie,0
258,2203,Shane Battier,Shane,Battier,0
259,174,John Battle,John,Battle,0
260,76123,Kenny Battle,Kenny,Battle,0
261,76124,Dave Batton,Dave,Batton,0
262,201587,Nicolas Batum,Nicolas,Batum,1
263,76125,Johnny Baum,Johnny,Baum,0
264,76126,Frankie Baumholtz,Frankie,Baumholtz,0
265,2437,Lonny Baxter,Lonny,Baxter,0
266,201573,Jerryd Bayless,Jerryd,Bayless,0
267,76127,Elgin Baylor,Elgin,Baylor,0
268,203382,Aron Baynes,Aron,Baynes,0
269,76128,Sergei Bazarevich,Sergei,Bazarevich,0
270,203145,Kent Bazemore,Kent,Bazemore,1
271,1629647,Darius Bazley,Darius,Bazley,1
272,76129,Ed Beach,Ed,Beach,0
273,203078,Bradley Beal,Bradley,Beal,1
274,76130,Butch Beard,Butch,Beard,0
275,76131,Ralph Beard,Ralph,Beard,0
276,2602,Jerome Beasley,Jerome,Beasley,0
277,1627736,Malik Beasley,Malik,Beasley,1
278,201563,Michael Beasley,Michael,Beasley,0
279,76133,Zelmo Beaty,Zelmo,Beaty,0
280,201958,Rodrigue Beaubois,Rodrigue,Beaubois,0
281,1630699,MarJon Beauchamp,MarJon,Beauchamp,1
282,76134,Byron Beck,Byron,Beck,0
283,1133,Corey Beck,Corey,Beck,0
284,76136,Ernie Beck,Ernie,Beck,0
285,76137,Moe Becker,Moe,Becker,0
286,76138,William Bedford,William,Bedford,0
287,76139,Hank Beenders,Hank,Beenders,0
288,76140,Ron Behagen,Ron,Behagen,0
289,76141,Elmer Behnke,Elmer,Behnke,0
290,201158,Marco Belinelli,Marco,Belinelli,0
291,2294,Charlie Bell,Charlie,Bell,0
292,76142,Dennis Bell,Dennis,Bell,0
293,1628395,Jordan Bell,Jordan,Bell,0
294,1952,Raja Bell,Raja,Bell,0
295,2559,Troy Bell,Troy,Bell,0
296,76143,William Bell,William,Bell,0
297,76144,Walt Bellamy,Walt,Bellamy,0
298,1627761,DeAndre' Bembry,DeAndre',Bembry,0
299,76145,Irv Bemoras,Irv,Bemoras,0
300,76146,Leon Benbow,Leon,Benbow,0
301,1627733,Dragan Bender,Dragan,Bender,0
302,1886,Jonathan Bender,Jonathan,Bender,0
303,203968,Jerrelle Benimon,Jerrelle,Benimon,0
304,104,Benoit Benjamin,Benoit,Benjamin,0
305,1736,Corey Benjamin,Corey,Benjamin,0
306,203461,Anthony Bennett,Anthony,Bennett,0
307,1120,Elmer Bennett,Elmer,Bennett,0
308,712,Mario Bennett,Mario,Bennett,0
309,76151,Mel Bennett,Mel,Bennett,0
310,76148,Tony Bennett,Tony,Bennett,0
311,76152,Winston Bennett,Winston,Bennett,0
312,128,David Benoit,David,Benoit,0
313,202728,Keith Benson,Keith,Benson,0
314,76154,Kent Benson,Kent,Benson,0
315,1627791,Ben Bentil,Ben,Bentil,0
316,76155,Gene Berce,Gene,Berce,0
317,76156,Gary Bergen,Gary,Bergen,0
318,1631262,Jules Bernard,Jules,Bernard,1
319,76157,Ricky Berry,Ricky,Berry,0
320,76158,Walter Berry,Walter,Berry,0
321,1629541,Dairis Bertans,Dairis,Bertans,0
322,202722,Davis Bertans,Davis,Bertans,1
323,76159,Del Beshore,Del,Beshore,0
324,696,Travis Best,Travis,Best,0
325,201976,Patrick Beverley,Patrick,Beverley,1
326,1630180,Saddiq Bey,Saddiq,Bey,1
327,1630189,Tyler Bey,Tyler,Bey,0
328,204021,Sim Bhullar,Sim,Bhullar,0
329,76160,Al Bianchi,Al,Bianchi,0
330,76161,Hank Biasatti,Hank,Biasatti,0
331,76162,Henry Bibby,Henry,Bibby,0
332,1710,Mike Bibby,Mike,Bibby,0
333,76163,Ed Biedenbach,Ed,Biedenbach,0
334,2740,Andris Biedrins,Andris,Biedrins,0
335,76164,Don Bielke,Don,Bielke,0
336,76165,Bob Bigelow,Bob,Bigelow,0
337,1497,Chauncey Billups,Chauncey,Billups,0
338,76166,Dave Bing,Dave,Bing,0
339,1631234,Marcus Bingham Jr.,Marcus,Bingham Jr.,1
340,76167,Joe Binion,Joe,Binion,0
341,203920,Khem Birch,Khem,Birch,1
342,1628444,Jabari Bird,Jabari,Bird,0
343,76168,Jerry Bird,Jerry,Bird,0
344,1449,Larry Bird,Larry,Bird,0
345,76170,Otis Birdsong,Otis,Birdsong,0
346,76171,Gale Bishop,Gale,Bishop,0
347,1629048,Goga Bitadze,Goga,Bitadze,1
348,202687,Bismack Biyombo,Bismack,Biyombo,1
349,202357,Nemanja Bjelica,Nemanja,Bjelica,0
350,76172,Uwe Blab,Uwe,Blab,0
351,76173,Charlie Black,Charlie,Black,0
352,76174,Norman Black,Norman,Black,0
353,204028,Tarik Black,Tarik,Black,0
354,76175,Tom Black,Tom,Black,0
355,76176,Rolando Blackman,Rolando,Blackman,0
356,76180,Alex Blackwell,Alex,Blackwell,0
357,76177,Cory Blackwell,Cory,Blackwell,0
358,1806,James Blackwell,James,Blackwell,0
359,76179,Nate Blackwell,Nate,Blackwell,0
360,201971,DeJuan Blair,DeJuan,Blair,0
361,2581,Steve Blake,Steve,Blake,0
362,202392,Marqus Blakely,Marqus,Blakely,0
363,1628469,Antonio Blakeney,Antonio,Blakeney,0
364,200807,Will Blalock,Will,Blalock,0
365,76182,George Blaney,George,Blaney,0
366,76183,Lance Blanks,Lance,Blanks,0
367,76184,Ricky Blanton,Ricky,Blanton,0
368,101154,Andray Blatche,Andray,Blatche,0
369,302,Mookie Blaylock,Mookie,Blaylock,0
370,202339,Eric Bledsoe,Eric,Bledsoe,0
371,1629833,Keljin Blevins,Keljin,Blevins,0
372,76186,Leon Blevins,Leon,Blevins,0
373,76187,John Block,John,Block,0
374,76188,Mike Bloom,Mike,Bloom,0
375,1628417,Jaron Blossomgame,Jaron,Blossomgame,0
376,916,Corie Blount,Corie,Blount,0
377,1548,Mark Blount,Mark,Blount,0
378,203505,Vander Blue,Vander,Blue,0
379,1629129,Trevon Bluiett,Trevon,Bluiett,0
380,76189,Ray Blume,Ray,Blume,0
381,76190,Nelson Bobb,Nelson,Bobb,0
382,2800,Tony Bobbitt,Tony,Bobbitt,0
383,76191,Arlen Bockhorn,Arlen,Bockhorn,0
384,1631205,Buddy Boeheim,Buddy,Boeheim,1
385,76192,Tom Boerwinkle,Tom,Boerwinkle,0
386,2586,Keith Bogans,Keith,Bogans,0
387,203992,Bogdan Bogdanovic,Bogdan,Bogdanovic,1
388,202711,Bojan Bogdanovic,Bojan,Bogdanovic,1
389,177,Muggsy Bogues,Muggsy,Bogues,0
390,101106,Andrew Bogut,Andrew,Bogut,0
391,1564,Etdrick Bohannon,Etdrick,Bohannon,0
392,1629626,Bol Bol,Bol,Bol,1
393,76195,Manute Bol,Manute,Bol,0
394,1628413,Jonah Bolden,Jonah,Bolden,0
395,1629716,Marques Bolden,Marques,Bolden,1
396,76196,Bill Bolger,Bill,Bolger,0
397,1630195,Leandro Bolmaro,Leandro,Bolmaro,1
398,1627762,Joel Bolomboy,Joel,Bolomboy,0
399,76197,Doug Bolstorff,Doug,Bolstorff,0
400,76203,George H. Bon Salle,George H.,Bon Salle,0
401,76198,Phil Bond,Phil,Bond,0
402,1603,Walter Bond,Walter,Bond,0
403,1629648,Jordan Bone,Jordan,Bone,0
404,1121,Dexter Boney,Dexter,Boney,0
405,1629067,Isaac Bonga,Isaac,Bonga,0
406,76201,Ron Bonham,Ron,Bonham,0
407,41,Anthony Bonner,Anthony,Bonner,0
408,2588,Matt Bonner,Matt,Bonner,0
409,1626164,Devin Booker,Devin,Booker,1
410,511,Melvin Booker,Melvin,Booker,0
411,202344,Trevor Booker,Trevor,Booker,0
412,200767,Josh Boone,Josh,Boone,0
413,76204,Ron Boone,Ron,Boone,0
414,1916,Calvin Booth,Calvin,Booth,0
415,1522,Keith Booth,Keith,Booth,0
416,76206,Bob Boozer,Bob,Boozer,0
417,2430,Carlos Boozer,Carlos,Boozer,0
418,2414,Curtis Borchardt,Curtis,Borchardt,0
419,76207,Jake Bornheimer,Jake,Bornheimer,0
420,1953,Lazaro Borrell,Lazaro,Borrell,0
421,76209,Costic Borsavage,Costic,Borsavage,0
422,76210,Vince Boryla,Vince,Boryla,0
423,2547,Chris Bosh,Chris,Bosh,0
424,76211,Jim Bostic,Jim,Bostic,0
425,1630527,Brandon Boston,Brandon,Boston,1
426,76212,Lawrence Boston,Lawrence,Boston,0
427,76213,Tom Boswell,Tom,Boswell,0
428,1628449,Chris Boucher,Chris,Boucher,1
429,1630547,James Bouknight,James,Bouknight,1
430,2257,Ruben Boumtje-Boumtje,Ruben,Boumtje-Boumtje,0
431,1631123,Jamaree Bouyea,Jamaree,Bouyea,1
432,76214,Don Boven,Don,Boven,0
433,1898,Cal Bowdler,Cal,Bowdler,0
434,1477,Bruce Bowen,Bruce,Bowen,0
435,1763,Ryan Bowen,Ryan,Bowen,0
436,1628968,Brian Bowen II,Brian,Bowen II,0
437,194,Anthony Bowie,Anthony,Bowie,0
438,76217,Sam Bowie,Sam,Bowie,0
439,1085,Ira Bowman,Ira,Bowman,0
440,1629065,Ky Bowman,Ky,Bowman,0
441,76219,Nate Bowman,Nate,Bowman,0
442,671,Donnie Boyce,Donnie,Boyce,0
443,76221,Dennis Boyd,Dennis,Boyd,0
444,76222,Fred Boyd,Fred,Boyd,0
445,76223,Ken Boyd,Ken,Boyd,0
446,1863,Earl Boykins,Earl,Boykins,0
447,76224,Harry Boykoff,Harry,Boykoff,0
448,76225,Winford Boynes,Winford,Boynes,0
449,200841,Cedric Bozeman,Cedric,Bozeman,0
450,76226,Steve Bracey,Steve,Bracey,0
451,202342,Craig Brackins,Craig,Brackins,0
452,76227,Gary Bradds,Gary,Bradds,0
453,76228,Alex Bradley,Alex,Bradley,0
454,76229,Alonzo Bradley,Alonzo,Bradley,0
455,202340,Avery Bradley,Avery,Bradley,0
456,76233,Bill Bradley,Bill,Bradley,0
457,76230,Charles Bradley,Charles,Bradley,0
458,76231,Dudley Bradley,Dudley,Bradley,0
459,76232,Joe Bradley,Joe,Bradley,0
460,2214,Michael Bradley,Michael,Bradley,0
461,762,Shawn Bradley,Shawn,Bradley,0
462,1628396,Tony Bradley,Tony,Bradley,1
463,1361,Mark Bradtke,Mark,Bradtke,0
464,66,Marques Bragg,Marques,Bragg,0
465,1765,Torraye Braggs,Torraye,Braggs,0
466,1920,A.J. Bramlett,A.J.,Bramlett,0
467,76237,Adrian Branch,Adrian,Branch,0
468,1882,Elton Brand,Elton,Brand,0
469,210,Terrell Brandon,Terrell,Brandon,0
470,1631103,Malaki Branham,Malaki,Branham,1
471,76238,Bob Brannum,Bob,Brannum,0
472,76239,Brad Branson,Brad,Branson,0
473,76240,Jesse Branson,Jesse,Branson,0
474,1629714,Jarrell Brantley,Jarrell,Brantley,0
475,76241,Jim Brasco,Jim,Brasco,0
476,76242,Mike Bratz,Mike,Bratz,0
477,76243,Carl Braun,Carl,Braun,0
478,1631128,Christian Braun,Christian,Braun,1
479,1629649,Ignas Brazdeikis,Ignas,Brazdeikis,0
480,160,Tim Breaux,Tim,Breaux,0
481,2452,J.R. Bremer,J.R.,Bremer,0
482,76245,Pete Brennan,Pete,Brennan,0
483,76246,Tom Brennan,Tom,Brennan,0
484,76247,Randy Breuer,Randy,Breuer,0
485,201147,Corey Brewer,Corey,Brewer,0
486,2249,Jamison Brewer,Jamison,Brewer,0
487,76248,Jim Brewer,Jim,Brewer,0
488,76249,Ron Brewer,Ron,Brewer,0
489,200758,Ronnie Brewer,Ronnie,Brewer,0
490,2056,Primoz Brezec,Primoz,Brezec,0
491,76250,Frank Brian,Frank,Brian,0
492,783,Frank Brickowski,Frank,Brickowski,0
493,76252,Junior Bridgeman,Junior,Bridgeman,0
494,76253,Bill Bridges,Bill,Bridges,0
495,1628969,Mikal Bridges,Mikal,Bridges,1
496,1628970,Miles Bridges,Miles,Bridges,0
497,76254,Al Brightman,Al,Brightman,0
498,1628578,Amida Brimah,Amida,Brimah,0
499,76255,Audley Brindley,Audley,Brindley,0
500,1628515,Isaiah Briscoe,Isaiah,Briscoe,0
501,76256,John Brisker,John,Brisker,0
502,1629052,Oshae Brissett,Oshae,Brissett,1
503,76257,Allan Bristow,Allan,Bristow,0
504,76258,Tyrone Britt,Tyrone,Britt,0
505,76259,Wayman Britt,Wayman,Britt,0
506,76260,Mike Brittain,Mike,Brittain,0
507,76261,David Britton,David,Britton,0
508,201972,Jon Brockman,Jon,Brockman,0
509,1629151,Ryan Broekhoff,Ryan,Broekhoff,0
510,76262,Jim Brogan,Jim,Brogan,0
511,1627763,Malcolm Brogdon,Malcolm,Brogdon,1
512,76263,Gary Brokaw,Gary,Brokaw,0
513,76264,Price Brookfield,Price,Brookfield,0
514,201166,Aaron Brooks,Aaron,Brooks,0
515,1629717,Armoni Brooks,Armoni,Brooks,0
516,1628415,Dillon Brooks,Dillon,Brooks,1
517,76265,Kevin Brooks,Kevin,Brooks,0
518,202705,MarShon Brooks,MarShon,Brooks,0
519,76266,Michael Brooks,Michael,Brooks,0
520,418,Scott Brooks,Scott,Brooks,0
521,2810,Andre Brown,Andre,Brown,0
522,1626148,Anthony Brown,Anthony,Brown,0
523,76284,Bob Brown,Bob,Brown,0
524,201628,Bobby Brown,Bobby,Brown,0
525,1628971,Bruce Brown,Bruce,Brown,1
526,359,Chucky Brown,Chucky,Brown,0
527,2245,Damone Brown,Damone,Brown,0
528,76270,Darrell Brown,Darrell,Brown,0
529,244,Dee Brown,Dee,Brown,0
530,200793,Dee Brown,Dee,Brown,0
531,201974,Derrick Brown,Derrick,Brown,0
532,2484,Devin Brown,Devin,Brown,0
533,2081,Ernest Brown,Ernest,Brown,0
534,76272,Fred Brown,Fred,Brown,0
535,1631122,Gabe Brown,Gabe,Brown,1
536,76273,George Brown,George,Brown,0
537,1871,Gerald Brown,Gerald,Brown,0
538,76275,Harold Brown,Harold,Brown,0
539,203913,Jabari Brown,Jabari,Brown,0
540,1627759,Jaylen Brown,Jaylen,Brown,1
541,76276,John Brown,John,Brown,0
542,2208,Kedrick Brown,Kedrick,Brown,0
543,1631112,Kendall Brown,Kendall,Brown,1
544,2198,Kwame Brown,Kwame,Brown,0
545,76278,Leon Brown,Leon,Brown,0
546,76279,Lewis Brown,Lewis,Brown,0
547,203485,Lorenzo Brown,Lorenzo,Brown,0
548,992,Marcus Brown,Marcus,Brown,0
549,203900,Markel Brown,Markel,Brown,0
550,1479,Mike Brown,Mike,Brown,0
551,1629650,Moses Brown,Moses,Brown,1
552,76277,Myron Brown,Myron,Brown,0
553,136,P.J. Brown,P.J.,Brown,0
554,753,Randy Brown,Randy,Brown,0
555,76282,Raymond Brown,Raymond,Brown,0
556,76283,Rickey Brown,Rickey,Brown,0
557,76286,Roger Brown,Roger,Brown,0
