,person_id,player_name,season,round_number,round_pick,overall_pick,draft_type,team_id,team_city,team_name,team_abbreviation,organization,organization_type,player_profile_flag
2044,80808,Robert Wyendanet,1968,10,5,125,Draft,1610612758,Cincinnati,Royals,CIN,Vanderbilt,College/University,0
2045,80780,Tom Baack,1968,10,6,126,Draft,1610612765,Detroit,Pistons,DET,Nebraska,College/University,0
2046,80774,Bob Heaney,1968,10,7,127,Draft,1610612744,San Francisco,Warriors,SFW,Santa Clara,College/University,0
2047,80760,Sylvester Adams,1968,10,8,128,Draft,1610612752,New York,Knicks,NYK,North Carolina A&T,College/University,0
2048,80784,Charles Alford,1968,10,9,129,Draft,1610612747,Los Angeles,Lakers,LAL,East Carolina,College/University,0
2049,80755,Ivan Leschinsky,1968,10,10,130,Draft,1610612738,Boston,Celtics,BOS,Long Island-Brooklyn,College/University,0
2050,78444,Dwight Waller,1968,10,11,131,Draft,1610612737,Atlanta,Hawks,ATL,Tennessee State,College/University,1
2051,80810,Greg Cisson,1968,10,12,132,Draft,1610612755,Philadelphia,76ers,PHL,Rider,College/University,0
2052,80898,Lee Davis,1968,10,13,133,Draft,1610612756,Phoenix,Suns,PHX,North Carolina Central,College/University,0
2053,80889,Eugene Jones,1968,10,14,134,Draft,1610612749,Milwaukee,Bucks,MIL,Missouri,College/University,0
2054,80867,Leonardo Epps,1968,11,1,135,Draft,1610612745,San Diego,Rockets,SDR,Clark Atlanta,College/University,0
2055,77466,Jim Marsh,1968,11,2,136,Draft,1610612760,Seattle,SuperSonics,SEA,Southern California,College/University,1
2056,80858,Jim McGonigle,1968,11,3,137,Draft,1610612741,Chicago,Bulls,CHI,Iowa State,College/University,0
2057,80836,Al Dixon,1968,11,4,138,Draft,1610612764,Baltimore,Bullets,BLT,Bowling Green,College/University,0
2058,80803,James Robinson,1968,11,5,139,Draft,1610612758,Cincinnati,Royals,CIN,Rochester Tech,College/University,0
2059,80773,Jerry Chandler,1968,11,6,140,Draft,1610612744,San Francisco,Warriors,SFW,Nevada-Las Vegas,College/University,0
2060,80771,Bob Redd,1968,11,7,141,Draft,1610612752,New York,Knicks,NYK,Marshall,College/University,0
2061,80791,Harry Singletary,1968,11,8,142,Draft,1610612747,Los Angeles,Lakers,LAL,Presbyterian,College/University,0
2062,80757,Tom Neimeir,1968,11,9,143,Draft,1610612738,Boston,Celtics,BOS,Evansville,College/University,0
2063,80830,Henry Watkins,1968,11,10,144,Draft,1610612737,Atlanta,Hawks,ATL,Tennessee State,College/University,0
2064,80816,Bill Soens,1968,11,11,145,Draft,1610612755,Philadelphia,76ers,PHL,Miami (FL),College/University,0
2065,80891,Brad Luchini,1968,11,12,146,Draft,1610612749,Milwaukee,Bucks,MIL,Marquette,College/University,0
2066,76204,Ron Boone,1968,11,13,147,Draft,1610612756,Phoenix,Suns,PHX,Idaho State,College/University,1
2067,80873,Roy Manning,1968,12,1,148,Draft,1610612745,San Diego,Rockets,SDR,Lane,College/University,0
2068,80884,Walt Simon,1968,12,2,149,Draft,1610612760,Seattle,SuperSonics,SEA,Utah,College/University,0
2069,80855,John Lallensack,1968,12,3,150,Draft,1610612741,Chicago,Bulls,CHI,Wisconsin-Oshkosh,College/University,0
2070,80834,Willie Cager,1968,12,4,151,Draft,1610612764,Baltimore,Bullets,BLT,Texas-El Paso,College/University,0
2071,80804,Glynn Saulters,1968,12,5,152,Draft,1610612758,Cincinnati,Royals,CIN,Louisiana-Monroe,College/University,0
2072,80779,Bob Wolfe,1968,12,6,153,Draft,1610612744,San Francisco,Warriors,SFW,California,College/University,0
2073,80770,Pat Moriarty,1968,12,7,154,Draft,1610612752,New York,Knicks,NYK,Guilford,College/University,0
2074,80788,Reggie Lacefield,1968,12,8,155,Draft,1610612747,Los Angeles,Lakers,LAL,Western Michigan,College/University,0
2075,80754,Bill Langheld,1968,12,9,156,Draft,1610612738,Boston,Celtics,BOS,Fordham,College/University,0
2076,80823,Bill Harris,1968,12,10,157,Draft,1610612737,Atlanta,Hawks,ATL,Texas-El Paso,College/University,0
2077,80680,Ted Campbell,1968,12,11,158,Draft,1610612755,Philadelphia,76ers,PHL,North Carolina A&T,College/University,0
2078,80892,Dave Miller,1968,12,12,159,Draft,1610612749,Milwaukee,Bucks,MIL,Florida,College/University,0
2079,80897,Bill Davis,1968,12,13,160,Draft,1610612756,Phoenix,Suns,PHX,Arizona,College/University,0
2080,80868,Marshall Evans,1968,13,1,161,Draft,1610612745,San Diego,Rockets,SDR,Lincoln (MO),College/University,0
2081,77747,Carlos Ogden,1968,13,2,162,Draft,1610612760,Seattle,SuperSonics,SEA,Santa Clara,College/University,1
2082,76815,Herm Gilliam,1968,13,3,163,Draft,1610612741,Chicago,Bulls,CHI,Purdue,College/University,1
2083,80833,Rudy Bogad,1968,13,4,164,Draft,1610612764,Baltimore,Bullets,BLT,St. John's (NY),College/University,0
2084,80806,Bill Tindall,1968,13,5,165,Draft,1610612758,Cincinnati,Royals,CIN,Massachusetts,College/University,0
2085,80769,Ken Morehead,1968,13,6,166,Draft,1610612752,New York,Knicks,NYK,Hiram Scott,College/University,0
2086,80789,Harvey Mumford,1968,13,7,167,Draft,1610612747,Los Angeles,Lakers,LAL,Montana State,College/University,0
2087,80759,Art Stephenson,1968,13,8,168,Draft,1610612738,Boston,Celtics,BOS,Rhode Island,College/University,0
2088,80827,Frank Standard,1968,13,9,169,Draft,1610612737,Atlanta,Hawks,ATL,South Carolina,College/University,0
2089,80815,Earl Seyfert,1968,13,10,170,Draft,1610612755,Philadelphia,76ers,PHL,Kansas State,College/University,0
2090,80899,Pat Hobard,1968,13,11,171,Draft,1610612756,Phoenix,Suns,PHX,California (PA),College/University,0
2091,80872,Bobby Lewis,1968,14,1,172,Draft,1610612745,San Diego,Rockets,SDR,North Carolina State,College/University,0
2092,80886,Mike Warren,1968,14,2,173,Draft,1610612760,Seattle,SuperSonics,SEA,California-Los Angeles,College/University,0
2093,80850,Dave Carr,1968,14,3,174,Draft,1610612741,Chicago,Bulls,CHI,Washington,College/University,0
2094,80842,Ernest Sims,1968,14,4,175,Draft,1610612764,Baltimore,Bullets,BLT,East Tennessee State,College/University,0
2095,80794,Charles Core,1968,14,5,176,Draft,1610612758,Cincinnati,Royals,CIN,Southeastern Louisiana,College/University,0
2096,80766,John Harlow,1968,14,6,177,Draft,1610612752,New York,Knicks,NYK,Princeton,College/University,0
2097,80786,John Godfrey,1968,14,7,178,Draft,1610612747,Los Angeles,Lakers,LAL,Abilene Christian,College/University,0
2098,80751,Keith Hockstein,1968,14,8,179,Draft,1610612738,Boston,Celtics,BOS,Holy Cross,College/University,0
2099,80824,George Hicker,1968,14,9,180,Draft,1610612737,Atlanta,Hawks,ATL,Syracuse,College/University,0
2100,80818,Tom Youngdale,1968,14,10,181,Draft,1610612755,Philadelphia,76ers,PHL,Davidson,College/University,0
2101,80869,Bill Gaines,1968,15,1,182,Draft,1610612745,San Diego,Rockets,SDR,Texas A&M-Commerce,College/University,0
2102,80857,Mickey McCarthy,1968,15,2,183,Draft,1610612741,Chicago,Bulls,CHI,Texas Christian,College/University,0
2103,80654,Joe Allen,1968,15,3,184,Draft,1610612764,Baltimore,Bullets,BLT,Bradley,College/University,0
2104,80795,Mike Drepling,1968,15,4,185,Draft,1610612758,Cincinnati,Royals,CIN,Westminster (PA),College/University,0
2105,80764,Ed Fellers,1968,15,5,186,Draft,1610612752,New York,Knicks,NYK,Guilford,College/University,0
2106,76125,Johnny Baum,1968,15,6,187,Draft,1610612747,Los Angeles,Lakers,LAL,Temple,College/University,1
2107,80822,Bernie Foster,1968,15,7,188,Draft,1610612737,Atlanta,Hawks,ATL,Point Loma Nazarene,College/University,0
2108,80686,George Mack,1968,15,8,189,Draft,1610612755,Philadelphia,76ers,PHL,North Carolina A&T,College/University,0
2109,80864,Chuck Caldwell,1968,16,1,190,Draft,1610612745,San Diego,Rockets,SDR,Missouri-St. Louis,College/University,0
2110,80853,Fred Holden,1968,16,2,191,Draft,1610612741,Chicago,Bulls,CHI,Louisville,College/University,0
2111,80832,Dennis Blace,1968,16,3,192,Draft,1610612764,Baltimore,Bullets,BLT,San Francisco,College/University,0
2112,80797,Dick Harris,1968,16,4,193,Draft,1610612758,Cincinnati,Royals,CIN,,,0
2113,80765,Bob Ferguson,1968,16,5,194,Draft,1610612752,New York,Knicks,NYK,Tennessee Wesleyan,College/University,0
2114,80785,Mike Eberle,1968,16,6,195,Draft,1610612747,Los Angeles,Lakers,LAL,Wyoming,College/University,0
2115,80819,Terry Allerton,1968,16,7,196,Draft,1610612737,Atlanta,Hawks,ATL,Baldwin Wallace,College/University,0
2116,80811,Joe Crews,1968,16,8,197,Draft,1610612755,Philadelphia,76ers,PHL,Villanova,College/University,0
2117,80874,Dave Miller,1968,17,1,198,Draft,1610612745,San Diego,Rockets,SDR,South Dakota State,College/University,0
2118,80849,Tom Benedict,1968,17,2,199,Draft,1610612741,Chicago,Bulls,CHI,Central Washington,College/University,0
2119,80840,Greg Morris,1968,17,3,200,Draft,1610612764,Baltimore,Bullets,BLT,Cornell,College/University,0
2120,80798,John Howard,1968,17,4,201,Draft,1610612758,Cincinnati,Royals,CIN,Cincinnati,College/University,0
2121,78560,Milt Williams,1968,17,5,202,Draft,1610612752,New York,Knicks,NYK,Lincoln (MO),College/University,1
2122,80817,Nate Ware,1968,17,6,203,Draft,1610612755,Philadelphia,76ers,PHL,Tennessee State,College/University,0
2123,80870,Harold Grant,1968,18,1,204,Draft,1610612745,San Diego,Rockets,SDR,Pepperdine,College/University,0
2124,80862,Bob Zoretich,1968,18,2,205,Draft,1610612741,Chicago,Bulls,CHI,DePaul,College/University,0
2125,80838,Art Kenny,1968,18,3,206,Draft,1610612764,Baltimore,Bullets,BLT,Fairfield,College/University,0
2126,80622,Larry Humes,1968,18,4,207,Draft,1610612758,Cincinnati,Royals,CIN,Evansville,College/University,0
2127,80866,Bill Corley,1968,19,1,208,Draft,1610612745,San Diego,Rockets,SDR,Connecticut,College/University,0
2128,80856,Rich Mason,1968,19,2,209,Draft,1610612741,Chicago,Bulls,CHI,Indiana State,College/University,0
2129,80839,Jim LaCour,1968,19,3,210,Draft,1610612764,Baltimore,Bullets,BLT,Seattle,College/University,0
2130,80802,Jay Reffords,1968,19,4,211,Draft,1610612758,Cincinnati,Royals,CIN,,,0
2131,80859,Rich Rirkendal,1968,20,1,212,Draft,1610612741,Chicago,Bulls,CHI,Norfolk State,College/University,0
2132,80846,Ron Woodruff,1968,20,2,213,Draft,1610612764,Baltimore,Bullets,BLT,Midwestern State,College/University,0
2133,80854,Willie Horton,1968,21,1,214,Draft,1610612741,Chicago,Bulls,CHI,Delaware,College/University,0
2134,76003,Kareem Abdul-Jabbar,1969,1,1,1,Draft,1610612749,Milwaukee,Bucks,MIL,California-Los Angeles,College/University,1
2135,78432,Neal Walk,1969,1,2,2,Draft,1610612756,Phoenix,Suns,PHX,Florida,College/University,1
2136,76027,Lucius Allen,1969,1,3,3,Draft,1610612760,Seattle,SuperSonics,SEA,California-Los Angeles,College/University,1
2137,76603,Terry Driscoll,1969,1,4,4,Draft,1610612765,Detroit,Pistons,DET,Boston College,College/University,1
2138,76339,Larry Cannon,1969,1,5,5,Draft,1610612741,Chicago,Bulls,CHI,La Salle,College/University,1
2139,78202,Bingo Smith,1969,1,6,6,Draft,1610612745,San Diego,Rockets,SDR,Tulsa,College/University,1
2140,77878,Bob Portman,1969,1,7,7,Draft,1610612744,San Francisco,Warriors,SFW,Creighton,College/University,1
2141,76815,Herm Gilliam,1969,1,8,8,Draft,1610612758,Cincinnati,Royals,CIN,Purdue,College/University,1
2142,78510,Jojo White,1969,1,9,9,Draft,1610612738,Boston,Celtics,BOS,Kansas,College/University,1
2143,76130,Butch Beard,1969,1,10,10,Draft,1610612737,Atlanta,Hawks,ATL,Louisville,College/University,1
2144,78461,Johnny Warren,1969,1,11,11,Draft,1610612752,New York,Knicks,NYK,St. John's (NY),College/University,1
2145,77505,Willie McCarter,1969,1,12,12,Draft,1610612747,Los Angeles,Lakers,LAL,Drake,College/University,1
2146,77747,Carlos Ogden,1969,1,13,13,Draft,1610612755,Philadelphia,76ers,PHL,Santa Clara,College/University,1
2147,76531,Mike Davis,1969,1,14,14,Draft,1610612764,Baltimore,Bullets,BLT,Virginia Union,College/University,1
2148,77973,Rick Roberson,1969,1,15,15,Draft,1610612747,Los Angeles,Lakers,LAL,Cincinnati,College/University,1
2149,81002,Simmie Hill,1969,2,1,16,Draft,1610612741,Chicago,Bulls,CHI,West Texas A&M,College/University,0
2150,76865,Bob Greacen,1969,2,2,17,Draft,1610612749,Milwaukee,Bucks,MIL,Rutgers,College/University,1
2151,81037,Ronald Taylor,1969,2,3,18,Draft,1610612760,Seattle,SuperSonics,SEA,Southern California,College/University,0
2152,77733,Willie Norwood,1969,2,4,19,Draft,1610612765,Detroit,Pistons,DET,Alcorn State,College/University,1
2153,81008,Ken Spain,1969,2,5,20,Draft,1610612741,Chicago,Bulls,CHI,Houston,College/University,0
2154,78540,Bernie Williams,1969,2,6,21,Draft,1610612745,San Diego,Rockets,SDR,La Salle,College/University,1
2155,80932,Ed Siudet,1969,2,7,22,Draft,1610612744,San Francisco,Warriors,SFW,Holy Cross,College/University,0
2156,76125,Johnny Baum,1969,2,8,23,Draft,1610612741,Chicago,Bulls,CHI,Temple,College/University,1
2157,81071,Gene Williams,1969,2,9,24,Draft,1610612756,Phoenix,Suns,PHX,Kansas State,College/University,0
2158,76048,Wally Anderzunas,1969,2,10,25,Draft,1610612737,Atlanta,Hawks,ATL,Creighton,College/University,1
2159,80911,Bill Bunting,1969,2,11,26,Draft,1610612752,New York,Knicks,NYK,North Carolina,College/University,0
2160,76788,Eldo Garrett,1969,2,12,27,Draft,1610612747,Los Angeles,Lakers,LAL,Southern Illinois,College/University,1
2161,80963,Willie Taylor,1969,2,13,28,Draft,1610612755,Philadelphia,76ers,PHL,Le Moyne,College/University,0
2162,80993,Willie Scott,1969,2,14,29,Draft,1610612764,Baltimore,Bullets,BLT,Alabama State,College/University,0
2163,81061,Floyd Kerr,1969,3,1,30,Draft,1610612756,Phoenix,Suns,PHX,Colorado State,College/University,0
2164,81051,Skeeter Swift,1969,3,2,31,Draft,1610612749,Milwaukee,Bucks,MIL,East Tennessee State,College/University,0
2165,78592,Lee Winfield,1969,3,3,32,Draft,1610612760,Seattle,SuperSonics,SEA,North Texas,College/University,1
2166,600011,Lamar Green,1969,3,4,33,Draft,1610612756,Phoenix,Suns,PHX,Morehead State,College/University,1
2167,78406,Norm Van Lier,1969,3,5,34,Draft,1610612741,Chicago,Bulls,CHI,Saint Francis (PA),College/University,1
2168,81011,Charles Bonaparte,1969,3,6,35,Draft,1610612745,San Diego,Rockets,SDR,Norfolk State,College/University,0
2169,80926,Tom Hagan,1969,3,7,36,Draft,1610612744,San Francisco,Warriors,SFW,Vanderbilt,College/University,0
2170,77894,Luke Rackley,1969,3,8,37,Draft,1610612758,Cincinnati,Royals,CIN,Xavier,College/University,1
2171,80753,Julius Keye,1969,3,9,38,Draft,1610612738,Boston,Celtics,BOS,Alcorn State,College/University,0
2172,81062,Lloyd Kerr,1969,3,10,39,Draft,1610612756,Phoenix,Suns,PHX,Colorado State,College/University,0
2173,77483,Eddie Mast,1969,3,11,40,Draft,1610612752,New York,Knicks,NYK,Temple,College/University,1
2174,76872,Luther Green,1969,3,12,41,Draft,1610612758,Cincinnati,Royals,CIN,Long Island-Brooklyn,College/University,1
2175,80957,Mike Grosso,1969,3,13,42,Draft,1610612755,Philadelphia,76ers,PHL,Louisville,College/University,0
2176,76356,Fred Carter,1969,3,14,43,Draft,1610612764,Baltimore,Bullets,BLT,Mount St. Mary's,College/University,1
2177,78253,Dennis Stewart,1969,4,1,44,Draft,1610612756,Phoenix,Suns,PHX,Michigan,College/University,1
2178,76500,Bob Dandridge,1969,4,2,45,Draft,1610612749,Milwaukee,Bucks,MIL,Norfolk State,College/University,1
2179,80762,Hal Booker,1969,4,3,46,Draft,1610612760,Seattle,SuperSonics,SEA,Cheyney,College/University,0
2180,80937,Ted Wierman,1969,4,4,47,Draft,1610612765,Detroit,Pistons,DET,Washington State,College/University,0
2181,81006,Dave Nash,1969,4,5,48,Draft,1610612741,Chicago,Bulls,CHI,Kansas,College/University,0
2182,81010,Johnny Allen,1969,4,6,49,Draft,1610612745,San Diego,Rockets,SDR,Bethune-Cookman,College/University,0
2183,80928,Lee Lafayette,1969,4,7,50,Draft,1610612744,San Francisco,Warriors,SFW,Michigan State,College/University,0
2184,80953,Ron Sanford,1969,4,8,51,Draft,1610612758,Cincinnati,Royals,CIN,New Mexico,College/University,0
2185,77316,Steve Kuberski,1969,4,9,52,Draft,1610612738,Boston,Celtics,BOS,Bradley,College/University,1
2186,80972,Billy Hann,1969,4,10,53,Draft,1610612737,Atlanta,Hawks,ATL,Tennessee,College/University,0
2187,80921,Elnardo Webster,1969,4,11,54,Draft,1610612752,New York,Knicks,NYK,St. Peter's,College/University,0
2188,80971,Don Griffin,1969,4,12,55,Draft,1610612737,Atlanta,Hawks,ATL,Stanford,College/University,0
2189,78088,Dave Scholz,1969,4,13,56,Draft,1610612755,Philadelphia,76ers,PHL,Illinois,College/University,1
2190,80983,Gene Ford,1969,4,14,57,Draft,1610612764,Baltimore,Bullets,BLT,Western Michigan,College/University,0
2191,77192,Rich Jones,1969,5,1,58,Draft,1610612756,Phoenix,Suns,PHX,Memphis,College/University,1
2192,81042,Ken Heitz,1969,5,2,59,Draft,1610612749,Milwaukee,Bucks,MIL,California-Los Angeles,College/University,0
2193,81033,Jerry King,1969,5,3,60,Draft,1610612760,Seattle,SuperSonics,SEA,Louisville,College/University,0
2194,77618,Steve Mix,1969,5,4,61,Draft,1610612765,Detroit,Pistons,DET,Toledo,College/University,1
2195,81000,Chris Ellis,1969,5,5,62,Draft,1610612741,Chicago,Bulls,CHI,Virginia Tech,College/University,0
2196,81017,Charles Hentz,1969,5,6,63,Draft,1610612745,San Diego,Rockets,SDR,Arkansas-Pine Bluff,College/University,0
2197,78602,Willie Wise,1969,5,7,64,Draft,1610612744,San Francisco,Warriors,SFW,Drake,College/University,1
2198,76735,Jake Ford,1969,5,8,65,Draft,1610612758,Cincinnati,Royals,CIN,Maryland,College/University,1
2199,78327,George Thompson,1969,5,9,66,Draft,1610612738,Boston,Celtics,BOS,Marquette,College/University,1
2200,80975,Mike Mitchell,1969,5,10,67,Draft,1610612737,Atlanta,Hawks,ATL,West Texas A&M,College/University,0
2201,80915,Gene Littles,1969,5,11,68,Draft,1610612752,New York,Knicks,NYK,High Point,College/University,0
2202,77201,Wil Jones,1969,5,12,69,Draft,1610612747,Los Angeles,Lakers,LAL,Albany State (GA),College/University,1
2203,80956,Joe Cromer,1969,5,13,70,Draft,1610612755,Philadelphia,76ers,PHL,Temple,College/University,0
2204,80987,Willie Jackson,1969,5,14,71,Draft,1610612764,Baltimore,Bullets,BLT,Morehead State,College/University,0
2205,81067,Dan Sadlier,1969,6,1,72,Draft,1610612756,Phoenix,Suns,PHX,Dayton,College/University,0
2206,76065,John Arthurs,1969,6,2,73,Draft,1610612749,Milwaukee,Bucks,MIL,Tulane,College/University,1
2207,81034,Ben McGilmer,1969,6,3,74,Draft,1610612760,Seattle,SuperSonics,SEA,Iowa,College/University,0
2208,80935,Larry Jeffries,1969,6,4,75,Draft,1610612765,Detroit,Pistons,DET,Trinity (TX),College/University,0
2209,81009,George Tinsley,1969,6,5,76,Draft,1610612741,Chicago,Bulls,CHI,Kentucky Wesleyan,College/University,0
2210,81025,Bob Tallent,1969,6,6,77,Draft,1610612745,San Diego,Rockets,SDR,George Washington,College/University,0
2211,80929,Dan Obravak,1969,6,7,78,Draft,1610612744,San Francisco,Warriors,SFW,Dayton,College/University,0
2212,80949,Mel Coleman,1969,6,8,79,Draft,1610612758,Cincinnati,Royals,CIN,Wisconsin-Stout,College/University,0
2213,80908,Dolph Pulliam,1969,6,9,80,Draft,1610612738,Boston,Celtics,BOS,Drake,College/University,0
2214,80974,Guy Mackner,1969,6,10,81,Draft,1610612737,Atlanta,Hawks,ATL,South Dakota,College/University,0
2215,80912,Dwight Durante,1969,6,11,82,Draft,1610612752,New York,Knicks,NYK,Catawba,College/University,0
2216,80941,Dick Grubar,1969,6,12,83,Draft,1610612747,Los Angeles,Lakers,LAL,North Carolina,College/University,0
2217,80959,John Jones,1969,6,13,84,Draft,1610612755,Philadelphia,76ers,PHL,Villanova,College/University,0
2218,80989,Paul Loveday,1969,6,14,85,Draft,1610612764,Baltimore,Bullets,BLT,California,College/University,0
2219,81069,Bill Sweet,1969,7,1,86,Draft,1610612756,Phoenix,Suns,PHX,California-Los Angeles,College/University,0
2220,81043,Bill Keller,1969,7,2,87,Draft,1610612749,Milwaukee,Bucks,MIL,Purdue,College/University,0
2221,81039,Greg Wittman,1969,7,3,88,Draft,1610612760,Seattle,SuperSonics,SEA,Western Carolina,College/University,0
2222,80936,Steve Vandenberg,1969,7,4,89,Draft,1610612765,Detroit,Pistons,DET,Duke,College/University,0
2223,81003,Frank Judge,1969,7,5,90,Draft,1610612741,Chicago,Bulls,CHI,Huston-Tillotson,College/University,0
2224,81023,Lynn Shackelford,1969,7,6,91,Draft,1610612745,San Diego,Rockets,SDR,California-Los Angeles,College/University,0
2225,80925,Pat Foley,1969,7,7,92,Draft,1610612744,San Francisco,Warriors,SFW,Pacific,College/University,0
2226,80947,L.C. Bowen,1969,7,8,93,Draft,1610612758,Cincinnati,Royals,CIN,Bradley,College/University,0
2227,80906,Jim Johnson,1969,7,9,94,Draft,1610612738,Boston,Celtics,BOS,Wisconsin,College/University,0
2228,80966,Bob Bundy,1969,7,10,95,Draft,1610612737,Atlanta,Hawks,ATL,Vanderbilt,College/University,0
2229,80918,Chris Thomforde,1969,7,11,96,Draft,1610612752,New York,Knicks,NYK,Princeton,College/University,0
2230,80942,Kari Liimbo,1969,7,12,97,Draft,1610612747,Los Angeles,Lakers,LAL,Brigham Young,College/University,0
2231,80958,Dave Hamilton,1969,7,13,98,Draft,1610612755,Philadelphia,76ers,PHL,West Virginia State,College/University,0
2232,80982,Jeff Claypool,1969,7,14,99,Draft,1610612764,Baltimore,Bullets,BLT,Grove City,College/University,0
2233,81058,Bob Edwards,1969,8,1,100,Draft,1610612756,Phoenix,Suns,PHX,Arizona State,College/University,0
2234,81049,John Schell,1969,8,2,101,Draft,1610612749,Milwaukee,Bucks,MIL,Wisconsin,College/University,0
2235,81038,Theartis Wallace,1969,8,3,102,Draft,1610612760,Seattle,SuperSonics,SEA,Central Washington,College/University,0
2236,76064,Bob Arnzen,1969,8,4,103,Draft,1610612765,Detroit,Pistons,DET,Notre Dame,College/University,1
2237,81005,Roger Moller,1969,8,5,104,Draft,1610612741,Chicago,Bulls,CHI,Westmar,College/University,0
2238,81013,Bill DeHeer,1969,8,6,105,Draft,1610612745,San Diego,Rockets,SDR,Indiana,College/University,0
2239,80931,Steve Rippe,1969,8,7,106,Draft,1610612744,San Francisco,Warriors,SFW,California-Santa Barbara,College/University,0
2240,80946,Merton Bancroft,1969,8,8,107,Draft,1610612758,Cincinnati,Royals,CIN,Missouri State,College/University,0
2241,80910,Bob Whitmore,1969,8,9,108,Draft,1610612738,Boston,Celtics,BOS,Notre Dame,College/University,0
2242,76395,Bob Christian,1969,8,10,109,Draft,1610612737,Atlanta,Hawks,ATL,Grambling,College/University,1
2243,80913,Jim Healey,1969,8,11,110,Draft,1610612752,New York,Knicks,NYK,Rockhurst,College/University,0
2244,80945,Joe Smith,1969,8,12,111,Draft,1610612747,Los Angeles,Lakers,LAL,Oklahoma State,College/University,0
2245,80955,Jim Bowles,1969,8,13,112,Draft,1610612755,Philadelphia,76ers,PHL,Trinity (TX),College/University,0
2246,80996,Barry White,1969,8,14,113,Draft,1610612764,Baltimore,Bullets,BLT,Hofstra,College/University,0
2247,81060,Steve Jennings,1969,9,1,114,Draft,1610612756,Phoenix,Suns,PHX,Southern California,College/University,0
2248,81048,Jim Satalin,1969,9,2,115,Draft,1610612749,Milwaukee,Bucks,MIL,St. Bonaventure,College/University,0
2249,81031,Vince Fritz,1969,9,3,116,Draft,1610612760,Seattle,SuperSonics,SEA,Oregon State,College/University,0
2250,77945,George Reynolds,1969,9,4,117,Draft,1610612765,Detroit,Pistons,DET,Houston,College/University,1
2251,80999,Sterling Burke,1969,9,5,118,Draft,1610612741,Chicago,Bulls,CHI,Northwestern,College/University,0
2252,81012,Larry Cheatham,1969,9,6,119,Draft,1610612745,San Diego,Rockets,SDR,Tulsa,College/University,0
2253,80930,Greg Reed,1969,9,7,120,Draft,1610612744,San Francisco,Warriors,SFW,Sacramento State,College/University,0
2254,80951,James Hurley,1969,9,8,121,Draft,1610612758,Cincinnati,Royals,CIN,Transylvania,College/University,0
2255,80909,Gordon Smith,1969,9,9,122,Draft,1610612738,Boston,Celtics,BOS,Cincinnati,College/University,0
2256,80970,Pete Gayeska,1969,9,10,123,Draft,1610612737,Atlanta,Hawks,ATL,Massachusetts,College/University,0
2257,80920,Roger Walaszak,1969,9,11,124,Draft,1610612752,New York,Knicks,NYK,Columbia,College/University,0
2258,80944,Jim Smith,1969,9,12,125,Draft,1610612747,Los Angeles,Lakers,LAL,Northern Illinois,College/University,0
2259,80961,Larry Lewis,1969,9,13,126,Draft,1610612755,Philadelphia,76ers,PHL,Saint Francis (PA),College/University,0
2260,80990,Gary Major,1969,9,14,127,Draft,1610612764,Baltimore,Bullets,BLT,Duquesne,College/University,0
2261,81054,Rich Abrahamson,1969,10,1,128,Draft,1610612756,Phoenix,Suns,PHX,Oregon,College/University,0
2262,81040,Willie Brown,1969,10,2,129,Draft,1610612749,Milwaukee,Bucks,MIL,Middle Tennessee State,College/University,0
2263,81030,Al Cueto,1969,10,3,130,Draft,1610612760,Seattle,SuperSonics,SEA,Tulsa,College/University,0
2264,80934,Bill English,1969,10,4,131,Draft,1610612765,Detroit,Pistons,DET,Winston-Salem State,College/University,0
2265,81007,Al Smith,1969,10,5,132,Draft,1610612741,Chicago,Bulls,CHI,Bradley,College/University,0
2266,81024,Lee Sims,1969,10,6,133,Draft,1610612745,San Diego,Rockets,SDR,Ashland,College/University,0
2267,80924,Dick Chapman,1969,10,7,134,Draft,1610612744,San Francisco,Warriors,SFW,San Francisco State,College/University,0
2268,80948,Bill Bowes,1969,10,8,135,Draft,1610612758,Cincinnati,Royals,CIN,Elon,College/University,0
2269,80907,Jim Picka,1969,10,9,136,Draft,1610612738,Boston,Celtics,BOS,High Point,College/University,0
2270,80978,Dick Stewart,1969,10,10,137,Draft,1610612737,Atlanta,Hawks,ATL,Rutgers,College/University,0
2271,80916,Frank McLaughlin,1969,10,11,138,Draft,1610612752,New York,Knicks,NYK,Fordham,College/University,0
2272,80938,Phil Argento,1969,10,12,139,Draft,1610612747,Los Angeles,Lakers,LAL,Kentucky,College/University,0
2273,80960,Bill Justus,1969,10,13,140,Draft,1610612755,Philadelphia,76ers,PHL,Tennessee,College/University,0
2274,80980,Frank Bartleson,1969,10,14,141,Draft,1610612764,Baltimore,Bullets,BLT,Tennessee Tech,College/University,0
2275,81063,Fred Lind,1969,11,1,142,Draft,1610612756,Phoenix,Suns,PHX,Duke,College/University,0
2276,81047,Bob Presley,1969,11,2,143,Draft,1610612749,Milwaukee,Bucks,MIL,California,College/University,0
2277,81028,Jim Connolly,1969,11,3,144,Draft,1610612760,Seattle,SuperSonics,SEA,Bowling Green,College/University,0
2278,80933,Rusty Clark,1969,11,4,145,Draft,1610612765,Detroit,Pistons,DET,North Carolina,College/University,0
2279,80997,Larry Bergh,1969,11,5,146,Draft,1610612741,Chicago,Bulls,CHI,Weber State,College/University,0
