PLAYER_ID,PLAYER_NAME,SEASON,SEASON_NUM,AGE,PLAYER_HEIGHT_INCHES,PLAYER_WEIGHT,GP,MIN,USG_PCT,PACE,POSS,FGA_PG,DRIVES,DRIVE_FGA,DRIVE_PASSES,DIST_MILES,AVG_SPEED,PULL_UP_FGA,PULL_UP_FG3A,TOUCHES,FRONT_CT_TOUCHES,AVG_SEC_PER_TOUCH,AVG_DRIB_PER_TOUCH,ELBOW_TOUCHES,POST_TOUCHES,PAINT_TOUCHES,TEAM,INJURED ON,RETURNED,DAYS MISSED,INJURED_TYPE
1629614,Andrew Nembhard,22-23,22.5,23.0, 75, 191,68,27.2,0.153,102.29,3938,8.1,7.3,2.6,4.0,2.09,4.32,2.7, 0.9,45.9,22.7,3.59,3.25,0.4,0.0,0.6,,,,,
203952,Andrew Wiggins,22-23,22.5,28.0, 79, 197,37,32.2,0.212,103.74,2565,14.3,4.7,1.9,2.1,2.33,4.07,3.1, 0.8,46.2,31.6,2.28,1.48,0.7,1.7,3.3,,,,,
1629014,Anfernee Simons,22-23,22.5,23.0, 75, 181,62,35.0,0.247,99.22,4485,16.9,8.8,4.5,3.2,2.58,4.13,7.4, 4.1,67.4,32.3,4.78,4.18,0.3,0.0,0.6,Blazers,2023-02-16,2023-03-01,13,Sprained_ankle
203076,Anthony Davis,22-23,22.5,30.0, 82, 253,48,33.8,0.281,102.55,3466,17.3,3.0,1.8,0.6,2.25,3.77,2.9, 0.1,68.1,37.8,2.14,0.89,5.3,5.0,10.7,,,,,
1630162,Anthony Edwards,22-23,22.5,21.0, 76, 225,71,36.0,0.291,101.93,5427,19.4,12.3,6.7,3.2,2.56,3.97,8.2, 4.8,71.5,36.4,4.01,3.49,0.5,0.6,0.9,,,,,
1630264,Anthony Gill,22-23,22.5,30.0, 80, 230,51,9.9,0.111,100.31,1060,2.0,0.7,0.3,0.2,0.76,4.25,0.1, 0.1,10.0,6.5,1.75,0.68,0.4,0.0,1.3,,,,,
1630237,Anthony Lamb,22-23,22.5,25.0, 78, 227,55,19.9,0.137,102.74,2337,5.3,2.1,0.6,1.1,1.55,4.36,0.4, 0.2,33.7,18.1,1.81,0.94,0.6,0.3,1.7,,,,,
1630559,Austin Reaves,22-23,22.5,24.0, 77, 197,56,28.1,0.152,103.54,3407,7.4,6.3,2.1,2.7,2.07,4.13,2.3, 0.7,40.4,21.2,3.53,3.03,0.5,0.0,0.9,,,,,
203085,Austin Rivers,22-23,22.5,30.0, 76, 200,52,19.5,0.104,102.46,2154,4.0,3.4,1.2,1.7,1.41,4.03,0.4, 0.3,22.8,13.3,3.0,2.37,0.1,0.0,0.1,,,,,
1630245,Ayo Dosunmu,22-23,22.5,23.0, 77, 200,71,26.8,0.146,100.82,3991,7.2,5.2,2.1,2.4,2.09,4.39,0.9, 0.1,44.7,17.2,3.47,3.16,0.2,0.0,0.7,,,,,
1628389,Bam Adebayo,22-23,22.5,25.0, 81, 255,69,35.2,0.252,97.38,4935,15.2,5.3,3.1,1.1,2.5,3.97,3.3, 0.1,63.0,36.9,2.85,1.59,7.0,2.7,7.8,,,,,
1627732,Ben Simmons,22-23,22.5,26.0, 82, 240,42,26.3,0.142,100.08,2300,5.6,3.5,1.5,1.6,1.84,3.93,0.4, 0.0,61.4,21.5,3.42,2.35,2.3,1.1,4.0,Nets,2023-01-26,2023-02-07,12,Sore_knee
1627732,Ben Simmons,22-23,22.5,26.0, 82, 240,42,26.3,0.142,100.08,2300,5.6,3.5,1.5,1.6,1.84,3.93,0.4, 0.0,61.4,21.5,3.42,2.35,2.3,1.1,4.0,Nets,2022-10-31,2022-11-07,7,Knee_injury
1631097,Bennedict Mathurin,22-23,22.5,20.0, 77, 210,71,27.7,0.236,102.78,4224,12.0,7.3,4.3,1.2,2.1,4.21,2.8, 1.5,40.6,27.8,2.49,1.68,1.1,0.1,1.7,,,,,
202687,Bismack Biyombo,22-23,22.5,30.0, 80, 255,53,13.9,0.132,99.03,1513,3.0,0.1,0.0,0.0,1.01,4.09,0.0, None,22.8,13.3,1.58,0.47,2.5,0.9,4.6,,,,,
201933,Blake Griffin,22-23,22.5,34.0, 81, 250,34,14.3,0.129,100.36,1016,3.5,0.4,0.2,0.1,0.97,3.83,0.2, 0.2,20.8,12.6,1.62,0.59,1.1,0.4,2.3,,,,,
1631104,Blake Wesley,22-23,22.5,20.0, 76, 185,29,17.2,0.186,104.36,1082,5.7,5.8,2.3,2.8,1.43,4.54,1.6, 0.2,34.8,12.4,4.83,4.47,0.3,0.0,0.8,,,,,
1626246,Boban Marjanovic,22-23,22.5,34.0, 88, 290,26,5.0,0.225,100.54,269,1.8,0.0,0.0,0.0,0.33,3.69,0.3, 0.0,6.6,4.3,2.12,0.93,0.7,1.5,1.5,,,,,
1626171,Bobby Portis,22-23,22.5,28.0, 83, 250,62,25.9,0.208,102.3,3432,11.3,1.9,1.2,0.4,1.98,4.29,2.0, 0.1,49.4,24.9,1.78,0.75,1.4,3.0,4.3,,,,,
203992,Bogdan Bogdanovic,22-23,22.5,30.0, 77, 225,48,28.4,0.198,100.98,2877,11.5,5.6,2.6,2.3,2.13,4.21,3.9, 1.7,41.4,25.6,2.7,1.92,0.6,0.1,0.5,,,,,
202711,Bojan Bogdanovic,22-23,22.5,33.0, 79, 226,59,32.1,0.251,101.18,3988,14.9,8.9,4.4,2.9,2.34,4.1,5.5, 1.7,46.6,33.0,2.97,2.15,0.8,1.0,0.8,Pistons,2022-11-27,2022-11-29,2,Sore_knee
1629626,Bol Bol,22-23,22.5,23.0, 86, 220,67,21.4,0.173,100.94,3006,6.6,3.0,1.7,0.7,1.58,4.15,1.6, 0.5,22.6,12.5,2.32,1.56,0.4,0.1,1.9,,,,,
1630538,Bones Hyland,22-23,22.5,22.0, 74, 169,48,19.1,0.274,98.75,1884,10.1,6.3,2.9,2.3,1.41,4.14,4.2, 2.9,45.7,19.5,4.79,4.1,0.2,0.0,0.4,,,,,
203078,Bradley Beal,22-23,22.5,29.0, 76, 207,50,33.5,0.288,97.94,3421,17.6,15.9,7.4,6.0,2.45,4.1,7.3, 2.2,67.9,39.2,4.52,4.07,1.9,0.6,1.6,,,,,
1630527,Brandon Boston Jr.,22-23,22.5,21.0, 78, 188,21,11.7,0.236,102.26,524,5.8,3.7,2.1,0.9,0.9,4.23,2.4, 0.7,20.3,11.6,2.94,2.6,0.1,0.1,0.5,,,,,
1629634,Brandon Clarke,22-23,22.5,26.0, 80, 215,56,19.5,0.174,104.0,2348,6.2,0.9,0.5,0.2,1.54,4.37,0.2, 0.0,28.5,17.8,1.52,0.65,4.3,0.2,5.4,,,,,
1627742,Brandon Ingram,22-23,22.5,25.0, 80, 190,36,33.2,0.306,98.98,2461,18.1,13.5,6.4,4.2,2.3,3.87,9.2, 1.0,65.0,38.3,4.01,3.03,2.0,1.7,0.9,Pelicans,2023-03-11,2023-03-14,3,Sprained_ankle
1630296,Braxton Key,22-23,22.5,26.0, 80, 225,3,3.0,0.091,110.77,20,0.3,0.0,0.0,0.0,0.25,4.19,0.3, None,3.3,1.3,1.56,1.0,0.0,0.0,0.0,,,,,
201572,Brook Lopez,22-23,22.5,34.0, 85, 282,71,30.6,0.185,102.91,4665,11.5,1.1,0.7,0.1,2.1,3.87,1.0, 0.3,34.5,23.5,1.43,0.42,2.5,1.8,5.7,,,,,
1628971,Bruce Brown,22-23,22.5,26.0, 76, 202,72,28.1,0.169,99.33,4191,8.9,6.0,2.7,2.5,2.03,4.04,1.6, 0.4,50.7,24.3,3.45,2.81,0.8,0.1,1.8,,,,,
1628981,Bruno Fernando,22-23,22.5,24.0, 82, 240,35,10.7,0.151,100.11,781,2.8,0.4,0.2,0.1,0.78,4.06,0.1, 0.0,19.1,11.2,1.4,0.49,1.4,0.2,3.5,,,,,
1631121,Bryce McGowens,22-23,22.5,20.0, 78, 175,39,15.0,0.126,103.39,1265,3.4,2.5,1.2,0.7,1.14,4.23,0.4, 0.2,15.3,9.8,2.29,1.36,0.1,0.0,0.5,,,,,
1627854,Bryn Forbes,22-23,22.5,29.0, 74, 205,25,10.7,0.155,103.9,580,3.3,1.5,0.8,0.4,0.83,4.31,1.3, 0.6,11.9,8.9,2.06,1.31,0.0,0.0,0.1,,,,,
1631205,Buddy Boeheim,22-23,22.5,23.0, 78, 205,7,9.8,0.146,97.2,138,3.3,0.0,0.0,0.0,0.74,4.17,0.1, 0.1,9.6,6.1,1.25,0.36,0.0,0.0,0.1,,,,,
1627741,Buddy Hield,22-23,22.5,30.0, 76, 220,75,31.6,0.205,102.05,5041,13.2,6.0,2.3,3.0,2.53,4.48,3.9, 2.5,59.4,34.4,2.04,1.36,0.4,0.0,0.9,,,,,
203468,CJ McCollum,22-23,22.5,31.0, 75, 190,66,35.1,0.264,99.68,4810,18.0,12.5,5.4,5.3,2.65,4.24,8.5, 3.1,74.9,32.8,4.37,3.9,0.8,0.0,0.6,,,,,
1630595,Cade Cunningham,22-23,22.5,21.0, 79, 220,12,33.3,0.287,102.37,850,18.7,16.6,8.0,5.5,2.49,4.18,8.8, 2.8,78.3,24.8,5.37,4.99,0.3,0.4,0.9,,,,,
1631216,Caleb Houstan,22-23,22.5,20.0, 80, 205,44,15.3,0.103,100.55,1408,3.3,0.3,0.1,0.2,1.19,4.36,0.2, 0.1,12.7,7.4,1.35,0.4,0.1,0.0,0.7,,,,,
1628997,Caleb Martin,22-23,22.5,27.0, 77, 205,63,29.7,0.143,98.27,3818,7.9,3.2,1.3,1.2,2.43,4.58,1.4, 0.5,38.8,21.8,2.45,1.56,0.7,0.1,2.3,Heat,2023-03-11,2023-03-13,2,Sore_knee
1628997,Caleb Martin,22-23,22.5,27.0, 77, 205,63,29.7,0.143,98.27,3818,7.9,3.2,1.3,1.2,2.43,4.58,1.4, 0.5,38.8,21.8,2.45,1.56,0.7,0.1,2.3,Heat,2022-12-30,2023-01-02,3,Sprained_ankle
1629629,Cam Reddish,22-23,22.5,23.0, 79, 217,38,24.9,0.167,101.36,1994,7.9,4.5,2.4,1.4,1.89,4.25,1.3, 0.8,28.6,17.9,3.08,2.16,0.6,0.0,0.8,,,,,
1630560,Cam Thomas,22-23,22.5,21.0, 75, 210,52,16.6,0.265,100.41,1813,7.8,6.9,3.3,2.3,1.23,4.19,4.2, 1.5,28.9,13.5,4.82,4.27,0.3,0.0,0.3,,,,,
1629661,Cameron Johnson,22-23,22.5,27.0, 80, 210,34,28.0,0.203,99.53,1972,11.1,4.1,1.8,1.6,2.09,4.2,2.5, 0.7,38.0,24.3,2.17,1.58,0.6,0.0,1.1,Nets,2023-03-08,2023-03-10,2,Sore_knee
1626166,Cameron Payne,22-23,22.5,28.0, 73, 183,41,21.1,0.242,100.71,1814,9.8,8.0,4.2,2.9,1.55,4.12,3.9, 1.6,52.2,18.3,5.0,4.39,0.0,0.0,0.2,,,,,
1627747,Caris LeVert,22-23,22.5,28.0, 78, 205,69,30.0,0.186,97.53,4197,10.1,9.7,3.9,4.3,2.2,4.08,3.2, 1.6,47.8,28.1,3.61,3.03,0.6,0.0,1.1,Cavaliers,2022-11-21,2022-11-28,7,Sprained_ankle
1630637,Carlik Jones,22-23,22.5,25.0, 72, 174,2,11.4,0.145,97.79,46,2.5,8.0,1.0,5.0,1.54,3.92,0.5, 0.0,35.0,18.0,3.85,3.31,0.0,0.0,1.0,,,,,
1626224,Cedi Osman,22-23,22.5,27.0, 79, 230,70,20.7,0.176,97.38,2936,7.0,2.6,1.1,1.0,1.52,4.09,0.9, 0.7,29.0,19.9,2.36,1.55,0.4,0.0,0.8,,,,,
1629646,Charles Bassey,22-23,22.5,22.0, 81, 230,35,14.5,0.152,103.25,1090,3.9,0.1,0.0,0.0,1.1,4.18,0.3, 0.1,24.9,14.2,1.49,0.42,1.9,0.4,4.7,,,,,
1631320,Chima Moneke,22-23,22.5,27.0, 77, 223,2,4.0,0.25,105.9,18,1.0,0.5,0.0,0.0,0.31,4.23,0.0, None,6.5,5.0,1.12,0.54,0.5,0.0,1.5,,,,,
1629002,Chimezie Metu,22-23,22.5,26.0, 81, 225,60,10.8,0.161,106.29,1427,3.4,0.6,0.3,0.2,0.83,4.24,0.1, 0.1,15.7,9.2,1.69,0.74,1.3,0.3,2.8,,,,,
1628449,Chris Boucher,22-23,22.5,30.0, 81, 200,68,20.1,0.175,98.84,2821,7.0,0.6,0.3,0.2,1.53,4.25,0.4, 0.1,23.7,12.5,1.66,0.58,0.5,0.1,4.1,,,,,
1630537,Chris Duarte,22-23,22.5,25.0, 77, 190,46,19.5,0.181,102.61,1920,7.2,4.0,1.6,1.6,1.61,4.54,3.0, 1.5,29.6,19.2,2.2,1.55,0.3,0.0,0.5,Pacers,2022-11-07,2022-12-18,41,Sprained_ankle
101108,Chris Paul,22-23,22.5,37.0, 72, 175,52,32.0,0.195,97.99,3398,11.3,9.9,3.9,5.1,2.03,3.56,8.3, 2.8,74.4,26.8,5.66,4.88,0.3,0.2,0.3,,,,,
1629735,Chris Silva,22-23,22.5,26.0, 80, 234,1,3.0,0.25,127.29,8,1.0,0.0,0.0,0.0,0.29,5.07,0.0, None,4.0,1.0,2.21,1.0,0.0,1.0,0.0,,,,,
1631128,Christian Braun,22-23,22.5,21.0, 78, 220,67,14.5,0.12,100.05,2020,3.3,1.8,0.8,0.7,1.13,4.36,0.4, 0.2,16.5,9.8,2.1,1.21,0.3,0.0,0.9,,,,,
1631132,Christian Koloko,22-23,22.5,22.0, 84, 230,51,14.0,0.1,100.8,1502,2.6,0.0,0.0,0.0,1.09,4.33,0.0, 0.0,14.9,9.5,1.2,0.27,0.9,0.0,3.1,,,,,
1626174,Christian Wood,22-23,22.5,27.0, 81, 214,61,26.7,0.261,97.1,3296,11.9,3.8,2.1,0.8,1.84,3.86,1.6, 0.7,47.4,26.8,2.27,1.04,2.2,2.1,4.3,Mavericks,2023-01-14,2023-01-15,1,Sprained_ankle
1629643,Chuma Okeke,22-23,22.5,24.0, 80, 229,22,18.8,0.116,100.72,865,4.2,1.9,0.6,1.0,1.44,4.3,0.6, 0.3,22.2,10.9,2.02,1.22,0.1,0.0,0.7,,,,,
203991,Clint Capela,22-23,22.5,28.0, 82, 256,58,26.7,0.151,103.01,3330,8.3,0.2,0.1,0.0,1.91,4.03,0.0, 0.0,36.6,17.8,1.3,0.26,2.4,0.5,10.2,,,,,
1629632,Coby White,22-23,22.5,23.0, 77, 195,65,22.9,0.165,101.21,3141,7.6,5.3,1.8,3.0,1.66,4.05,1.7, 0.8,37.0,18.3,3.24,2.56,0.0,0.0,0.2,,,,,
1628998,Cody Martin,22-23,22.5,27.0, 78, 205,7,19.1,0.121,104.1,291,5.1,3.6,1.6,1.7,1.57,4.57,1.4, 0.7,21.4,13.3,2.56,1.66,0.1,0.0,1.1,,,,,
203469,Cody Zeller,22-23,22.5,30.0, 83, 240,10,13.0,0.155,99.65,270,2.9,1.1,0.4,0.4,1.0,4.27,0.2, 0.0,19.5,12.4,1.74,0.69,1.9,0.0,3.2,,,,,
1630175,Cole Anthony,22-23,22.5,22.0, 75, 185,54,25.6,0.209,99.88,2866,10.0,8.2,3.8,3.2,2.02,4.41,3.5, 0.9,53.1,18.8,4.71,4.11,0.4,0.0,1.0,,,,,
1631306,Cole Swider,22-23,22.5,23.0, 81, 220,6,6.7,0.09,106.14,90,1.5,0.2,0.2,0.0,0.56,4.61,0.5, 0.3,9.2,5.0,1.57,0.62,0.0,0.0,0.3,,,,,
1629012,Collin Sexton,22-23,22.5,24.0, 74, 190,47,24.0,0.228,102.17,2391,9.7,9.5,4.5,2.8,1.73,3.99,2.1, 0.9,46.1,19.3,4.86,4.33,0.4,0.0,1.2,,,,,
1630557,Corey Kispert,22-23,22.5,24.0, 78, 224,66,27.8,0.13,99.77,3822,7.2,1.8,0.9,0.6,2.15,4.33,0.5, 0.3,31.2,19.1,1.48,0.61,0.5,0.0,1.1,,,,,
202709,Cory Joseph,22-23,22.5,31.0, 75, 200,54,18.5,0.15,99.74,2071,5.2,5.1,1.7,2.6,1.45,4.36,2.1, 0.9,38.4,13.8,5.06,5.21,0.1,0.0,0.2,,,,,
1626156,D'Angelo Russell,22-23,22.5,27.0, 76, 193,65,32.5,0.229,101.13,4457,13.5,7.4,3.0,3.0,2.38,4.1,6.2, 3.1,80.8,34.9,4.08,3.43,0.5,0.2,0.8,Lakers,2023-02-26,2023-03-09,11,Sprained_ankle
1630227,Daishen Nix,22-23,22.5,21.0, 76, 226,50,16.7,0.15,100.95,1760,4.4,4.1,1.3,2.0,1.2,4.01,1.0, 0.9,37.7,15.3,4.53,4.37,0.1,0.0,0.3,,,,,
1630625,Dalano Banton,22-23,22.5,23.0, 79, 204,27,9.3,0.22,101.27,532,4.1,1.9,0.7,0.9,0.76,4.56,1.1, 0.4,20.8,9.6,3.81,2.89,0.1,0.0,0.7,Raptors,2022-11-23,2022-11-28,5,Sprained_ankle
1631207,Dalen Terry,22-23,22.5,20.0, 79, 195,30,5.6,0.144,101.42,354,1.6,1.0,0.4,0.4,0.45,4.39,0.2, 0.1,7.9,4.3,2.56,1.93,0.1,0.0,0.4,,,,,
1627745,Damian Jones,22-23,22.5,27.0, 83, 245,33,9.8,0.107,104.95,712,1.9,0.1,0.0,0.0,0.73,4.15,0.0, 0.0,10.2,6.0,1.31,0.3,0.8,0.1,2.4,,,,,
203081,Damian Lillard,22-23,22.5,32.0, 74, 195,58,36.3,0.331,99.78,4385,20.7,16.1,6.6,6.1,2.57,3.96,9.7, 7.4,88.1,37.4,5.16,4.57,0.4,0.1,0.6,,,,,
1627814,Damion Lee,22-23,22.5,30.0, 77, 210,70,20.7,0.154,101.1,3052,6.2,4.0,1.7,1.8,1.63,4.37,1.2, 0.2,28.9,17.3,2.32,1.59,0.3,0.0,0.5,,,,,
1629655,Daniel Gafford,22-23,22.5,24.0, 82, 234,72,20.1,0.14,99.79,3006,4.7,0.5,0.3,0.0,1.5,4.18,0.1, None,28.1,15.5,1.49,0.34,1.9,0.4,5.2,,,,,
1628464,Daniel Theis,22-23,22.5,30.0, 80, 245,7,15.5,0.201,102.32,232,6.3,0.7,0.3,0.1,1.09,3.94,0.0, 0.0,23.7,18.0,1.51,0.39,2.1,0.1,3.4,,,,,
201980,Danny Green,22-23,22.5,35.0, 78, 215,9,9.8,0.149,98.69,180,2.6,0.4,0.2,0.2,0.8,4.49,0.6, 0.3,13.6,7.9,1.66,0.83,0.1,0.0,0.2,,,,,
1627863,Danuel House Jr.,22-23,22.5,29.0, 78, 220,48,14.3,0.121,100.65,1435,3.1,1.6,0.5,0.9,1.11,4.32,0.9, 0.6,16.0,8.5,2.09,1.2,0.1,0.0,0.4,,,,,
203967,Dario Saric,22-23,22.5,28.0, 82, 225,53,14.1,0.189,100.65,1568,4.9,1.8,0.8,0.5,1.07,4.24,0.5, 0.1,23.6,14.0,1.75,0.87,1.0,0.6,2.0,,,,,
1629647,Darius Bazley,22-23,22.5,22.0, 81, 216,40,14.5,0.16,101.87,1223,4.2,2.1,0.9,0.5,1.11,4.32,0.3, 0.0,22.6,10.8,2.01,1.15,0.8,0.2,1.9,Thunder,2022-11-13,2022-11-21,8,Sprained_ankle
1630620,Darius Days,22-23,22.5,23.0, 79, 245,4,6.2,0.21,100.87,53,3.0,0.0,0.0,0.0,0.49,4.37,0.0, 0.0,10.8,5.5,1.19,0.14,0.0,0.0,0.0,,,,,
1629636,Darius Garland,22-23,22.5,23.0, 73, 192,64,35.2,0.263,97.03,4570,16.2,16.8,6.5,7.6,2.6,4.13,7.4, 3.5,76.6,29.3,5.71,5.39,0.6,0.0,0.5,,,,,
1630561,David Duke Jr.,22-23,22.5,23.0, 76, 204,18,9.6,0.187,102.04,364,3.4,3.2,1.6,1.2,0.73,4.22,0.3, 0.1,12.9,6.6,3.66,3.12,0.1,0.0,0.5,,,,,
1631223,David Roddy,22-23,22.5,21.0, 76, 255,61,17.2,0.166,102.81,2240,5.8,2.1,1.2,0.5,1.3,4.21,0.5, 0.2,19.9,12.4,2.0,1.15,0.4,0.0,0.9,,,,,
1630558,Davion Mitchell,22-23,22.5,24.0, 72, 202,72,18.0,0.14,101.84,2713,4.9,4.5,1.3,2.7,1.42,4.43,1.6, 0.7,34.5,12.5,4.52,4.41,0.1,0.0,0.4,,,,,
202722,Davis Bertans,22-23,22.5,30.0, 82, 225,41,10.6,0.151,99.18,906,3.3,0.4,0.1,0.3,0.82,4.3,0.3, 0.2,12.9,7.9,1.18,0.4,0.2,0.0,0.3,,,,,
1628432,Davon Reed,22-23,22.5,27.0, 77, 206,40,8.4,0.143,102.21,719,2.1,1.4,0.4,0.7,0.65,4.31,0.7, 0.2,15.5,7.6,2.76,2.05,0.1,0.1,0.4,,,,,
1630549,Day'Ron Sharpe,22-23,22.5,21.0, 81, 265,39,11.4,0.18,102.7,951,3.6,0.3,0.2,0.1,0.87,4.26,0.0, 0.0,18.6,11.3,1.72,0.65,1.5,0.4,4.0,,,,,
1628368,De'Aaron Fox,22-23,22.5,25.0, 75, 185,66,33.8,0.288,103.23,4797,18.2,15.7,7.8,4.9,2.53,4.17,8.7, 2.7,79.1,24.7,5.04,4.69,0.3,0.1,0.7,,,,,
1629631,De'Andre Hunter,22-23,22.5,25.0, 80, 221,63,31.9,0.193,102.68,4304,12.2,5.6,3.3,1.2,2.3,4.05,3.9, 0.5,38.1,23.8,2.23,1.39,0.9,0.5,1.2,Hawks,2022-12-27,2023-01-02,6,Sprained_ankle
1629001,De'Anthony Melton,22-23,22.5,24.0, 74, 200,70,28.2,0.162,98.18,4028,8.6,4.5,1.6,2.4,2.11,4.21,1.8, 1.3,48.6,24.3,2.66,1.91,0.6,0.0,1.2,,,,,
201599,DeAndre Jordan,22-23,22.5,34.0, 83, 265,35,14.3,0.135,100.84,1042,2.8,0.0,0.0,0.0,0.91,3.6,0.0, 0.0,18.7,10.8,1.3,0.23,2.4,0.2,3.7,,,,,
201942,DeMar DeRozan,22-23,22.5,33.0, 78, 220,66,36.5,0.274,99.95,5014,17.8,11.4,5.4,3.9,2.43,3.8,10.2, 0.3,60.6,36.9,4.6,3.71,1.6,2.7,0.6,,,,,
1629731,Dean Wade,22-23,22.5,26.0, 81, 228,39,19.9,0.099,97.9,1578,3.9,1.5,0.5,0.6,1.47,4.12,0.2, 0.1,22.3,12.8,1.68,0.51,0.3,0.0,0.6,,,,,
1629028,Deandre Ayton,22-23,22.5,24.0, 84, 250,61,30.4,0.234,98.86,3820,13.6,0.4,0.2,0.0,2.09,3.85,1.1, 0.0,52.7,28.5,1.65,0.48,5.5,4.1,11.3,,,,,
1627749,Dejounte Murray,22-23,22.5,26.0, 77, 180,67,36.4,0.242,101.64,5160,18.0,11.7,6.1,4.0,2.68,4.14,8.5, 1.7,72.5,28.7,4.87,4.4,0.5,0.1,1.1,,,,,
